timestamp,open,high,low,close,volume,log_return,realised_vol_24h,realised_vol_168h,vol_of_vol,volume_zscore,abs_log_return,sigma_t,garch_alpha,garch_beta,garch_persistence,standardised_residual,eth_realised_vol_24h,eth_log_return,eth_corr_24h,sol_realised_vol_24h,sol_log_return,sol_corr_24h,regime_label
2026-01-03 10:00:00,89792.0,89881.1,89715.21,89754.47,270.67124,-0.00041794196940617265,0.015334206063821897,0.03584082291395365,0.0036323937994185733,-0.45352182420754333,0.00041794196940617265,0.002431594370453567,0.2313476786218562,0.7686523213781438,1.0,0.5567625337727263,0.021704278275203975,-0.0011583990866551796,0.8584013120987097,0.024803056633271606,-0.0016022587641746722,0.8705702917200556,0
2026-01-03 11:00:00,89754.48,89782.81,89679.14,89752.74,162.35671,-1.9274991796157854e-05,0.015210969263174667,0.03583825194804951,0.003670523449149809,-0.6989486614619292,1.9274991796157854e-05,0.0023103935135806736,0.2340375238812716,0.7659624761187285,1.0,-0.18089644337619415,0.021373276681469298,0.00038090319709055225,0.8562210798972707,0.02409780807268105,-0.0019108042654190356,0.8698023272363437,0
2026-01-03 12:00:00,89752.75,90046.0,89664.93,90039.13,374.21001,0.003185797469280335,0.015450350254076489,0.03596584744428781,0.003710736114968057,-0.22225622390002997,0.003185797469280335,0.0021220911974055997,0.23805761117753485,0.7619423888224651,1.0,-0.00908301764774428,0.021415299275890094,0.002111701703393457,0.8524178177339218,0.0240968535403818,0.001528935394547224,0.8653232718012375,0
2026-01-03 13:00:00,90039.12,90065.74,89920.01,90004.96,287.30479,-0.00037957369675680613,0.015440122692990044,0.03596765936324786,0.0037459480178903717,-0.42137839009987144,0.00037957369675680613,0.001988768687368602,0.23477302751495596,0.765226972485044,1.0,1.601894423174752,0.021460967111972137,-0.0006475442674566214,0.853547845010983,0.02415173608780464,0.0028985527540112575,0.8569830920449736,0
2026-01-03 14:00:00,90004.97,90249.99,89960.0,90126.02,298.26434,0.0013441332326791543,0.015298026259366928,0.035976021323973824,0.003758674302848081,-0.3962969605950566,0.0013441332326791543,0.0024165721894249368,0.23536462074225717,0.7646353792577428,1.0,-0.1570711185115194,0.018817434215350398,0.0009566712438229613,0.8996727566171587,0.024483260259939153,0.005317545194844314,0.8544366563536162,0
2026-01-03 15:00:00,90126.02,90126.02,89968.0,89969.31,155.37202,-0.001740300978949525,0.015288535810675005,0.03602675073670254,0.0037178133843027757,-0.7217090414732665,0.001740300978949525,0.0022204784052165956,0.2364795592519736,0.7635204407480265,1.0,0.6053349717436417,0.018877484208800754,-0.001511121852288272,0.917370080088579,0.024961146652431453,-0.003947473432350343,0.8709058860970641,0
2026-01-03 16:00:00,89969.31,90219.67,89918.59,90105.24,200.27276,0.0015097083493238682,0.010903179904543044,0.03604353855570497,0.0036154632956058954,-0.6203898822623697,0.0015097083493238682,0.0021528841654371135,0.23528891415232228,0.7625869972349985,0.9978759113873208,-0.8083579260271909,0.01156802110537777,0.0018426831064384185,0.8315331700814472,0.02025614769116082,0.0023551767771609975,0.7970153181767119,0
2026-01-03 17:00:00,90105.24,90123.77,90026.93,90093.99,83.86507,-0.00012486179896125461,0.010902976736326236,0.03604037910308006,0.0035393524516590742,-0.8844822885521901,0.00012486179896125461,0.0021664303712820103,0.2328514339407024,0.7616496099727291,0.9945010439134315,0.6968644685453154,0.011263207411103463,0.00046014072107942924,0.8555475810789968,0.01989968011955775,0.0008343763521195829,0.8101346027771249,0
2026-01-03 18:00:00,90094.0,90197.88,90035.52,90138.87,141.85601,0.0004980224019926388,0.008539165458948636,0.03603084267077249,0.0035037031483412646,-0.7522311387342059,0.0004980224019926388,0.0021317611370367316,0.23183561166387756,0.7605557454960523,0.9923913571599299,-0.058572133993782985,0.0108591524753888,0.0025703155717174205,0.8526179850232268,0.019198451921427186,0.0006063821909448641,0.8556528862119077,0
2026-01-03 19:00:00,90138.87,90156.19,90060.0,90123.77,90.08443,-0.00016753332842913215,0.008449722473897569,0.03602712888230723,0.0034692798365231507,-0.8691054330159138,0.00016753332842913215,0.0019724310868506722,0.23432585284858895,0.7582062950749672,0.9925321479235562,0.2524916613374908,0.010022983939056592,-0.0010690913261290835,0.8727052670351023,0.018231464380133153,-0.0014407585430642289,0.8624162094697241,0
2026-01-03 20:00:00,90123.76,90372.4,90017.23,90372.39,179.02196,0.0027548525933828723,0.008616892977048119,0.03611803741452026,0.003435657271349951,-0.6680720312682176,0.0027548525933828723,0.0018476396669634817,0.23998031494374983,0.7548268409115731,0.994807155855323,-0.09067424315719858,0.00991034270050202,0.0008091472607769867,0.852524306134786,0.017853839629307155,0.0015922966551894183,0.8370316432582615,0
