timestamp,open,high,low,close,volume,log_return,realised_vol_24h,realised_vol_168h,vol_of_vol,volume_zscore,abs_log_return,sigma_t,garch_alpha,garch_beta,garch_persistence,standardised_residual,eth_realised_vol_24h,eth_log_return,eth_corr_24h,btc_realised_vol_24h,btc_log_return,btc_corr_24h,regime_label
2026-01-03 10:00:00,131.17,131.23,130.8,130.96,57389.673,-0.0016022587641746722,0.024803056633271606,0.054408082778890456,0.004971507179560648,-0.44663302995686643,0.0016022587641746722,0.004672534698425306,0.08163826856916619,0.8330997994086984,0.9147380679778646,0.7846031018978353,0.021704278275203975,-0.0011583990866551796,0.8034521948940974,0.015334206063821897,-0.00041794196940617265,0.8705702917200556,0
2026-01-03 11:00:00,130.96,131.0,130.46,130.71,43591.87,-0.0019108042654190356,0.02409780807268105,0.05445364731621922,0.0049233127667994685,-0.5740278639014225,0.0019108042654190356,0.004545005684151315,0.07903686246067067,0.8302619665501834,0.909298829010854,-0.3525317404468462,0.021373276681469298,0.00038090319709055225,0.7935638769520252,0.015210969263174667,-1.9274991796157854e-05,0.8698023272363437,0
2026-01-03 12:00:00,130.71,130.94,130.5,130.91,47052.305,0.001528935394547224,0.0240968535403818,0.05445314640683938,0.004851135756841836,-0.5440393999421896,0.001528935394547224,0.004345597114371193,0.07740320395441468,0.8269279906156111,0.9043311945700258,-0.43971040460696936,0.021415299275890094,0.002111701703393457,0.7947635103825624,0.015450350254076489,0.003185797469280335,0.8653232718012375,0
2026-01-03 13:00:00,130.9,131.4,130.8,131.29,55206.355,0.0028985527540112575,0.02415173608780464,0.05450917864920916,0.004770960783027431,-0.4702882618395096,0.0028985527540112575,0.004187050052572351,0.07660289949913918,0.8232868892356126,0.8998897887347517,0.3651581364803387,0.021460967111972137,-0.0006475442674566214,0.785061351622986,0.015440122692990044,-0.00037957369675680613,0.8569830920449736,0
2026-01-03 14:00:00,131.3,132.18,131.13,131.99,61438.627,0.005317545194844314,0.024483260259939153,0.054684292843613334,0.004668284242383248,-0.415548715955274,0.005317545194844314,0.004046891343895386,0.07638181518245338,0.820892491232011,0.8972743064144644,0.7162418033248256,0.018817434215350398,0.0009566712438229613,0.8461022043276628,0.015298026259366928,0.0013441332326791543,0.8544366563536162,0
2026-01-03 15:00:00,132.0,132.03,131.23,131.47,74865.05,-0.003947473432350343,0.024961146652431453,0.054854460894528674,0.0045639045824554005,-0.2941799335754366,0.003947473432350343,0.004010410547028216,0.0755605753192557,0.8228537059604161,0.8984142812796718,1.3259353705781338,0.018877484208800754,-0.001511121852288272,0.8440924478039149,0.015288535810675005,-0.001740300978949525,0.8709058860970641,0
2026-01-03 16:00:00,131.48,132.0,131.47,131.78,55959.567,0.0023551767771609975,0.02025614769116082,0.054798173167704606,0.00439124154281968,-0.4691631587871896,0.0023551767771609975,0.004149458279047088,0.07550419263230501,0.822125785651512,0.897629978283817,-0.951322598490343,0.01156802110537777,0.0018426831064384185,0.7688064475767171,0.010903179904543044,0.0015097083493238682,0.7970153181767119,0
2026-01-03 17:00:00,131.77,132.04,131.65,131.89,27187.871,0.0008343763521195829,0.01989968011955775,0.05472132883812008,0.004262311572230619,-0.7295318009963591,0.0008343763521195829,0.004139275229577736,0.07544277770825032,0.8209646042704435,0.8964073819786939,0.5689828886786199,0.011263207411103463,0.00046014072107942924,0.8527866558967157,0.010902976736326236,-0.00012486179896125461,0.8101346027771249,0
2026-01-03 18:00:00,131.9,132.12,131.61,131.97,44069.506,0.0006063821909448641,0.019198451921427186,0.05469512887059845,0.0041289300164059,-0.5743892952621225,0.0006063821909448641,0.004032876179604458,0.07580082657260417,0.819306598149497,0.8951074247221011,0.20689362007673093,0.0108591524753888,0.0025703155717174205,0.8202707409604705,0.008539165458948636,0.0004980224019926388,0.8556528862119077,0
2026-01-03 19:00:00,131.97,131.97,131.66,131.78,23508.785,-0.0014407585430642289,0.018231464380133153,0.054726304157620094,0.003998325071267934,-0.7630327746106594,0.0014407585430642289,0.00388614953996615,0.07766832597949877,0.8150727900499452,0.892741116029444,0.1560367620207806,0.010022983939056592,-0.0010690913261290835,0.7982200476183137,0.008449722473897569,-0.00016753332842913215,0.8624162094697241,0
