timestamp,open,high,low,close,volume,log_return,realised_vol_24h,realised_vol_168h,vol_of_vol,volume_zscore,abs_log_return,sigma_t,garch_alpha,garch_beta,garch_persistence,standardised_residual,btc_realised_vol_24h,btc_log_return,btc_corr_24h,sol_realised_vol_24h,sol_log_return,sol_corr_24h,regime_label
2026-01-03 10:00:00,3100.9,3105.53,3097.05,3097.31,4433.0978,-0.0011583990866551796,0.021704278275203975,0.043705310628946906,0.00624477192582568,-0.5897909611121154,0.0011583990866551796,0.003071259953118992,0.16731540079098317,0.7976706809147619,0.9649860817057451,0.5696062848761808,0.015334206063821897,-0.00041794196940617265,0.8584013120987097,0.024803056633271606,-0.0016022587641746722,0.8034521948940974,0
2026-01-03 11:00:00,3097.31,3100.22,3091.99,3098.49,4806.4362,0.00038090319709055225,0.021373276681469298,0.04369283901861669,0.006275086250960731,-0.5541217289324183,0.00038090319709055225,0.002929198858286242,0.1698130253453152,0.7943064982282219,0.964119523573537,-0.3954661812659974,0.015210969263174667,-1.9274991796157854e-05,0.8562210798972707,0.02409780807268105,-0.0019108042654190356,0.7935638769520252,0
2026-01-03 12:00:00,3098.5,3105.58,3093.47,3105.04,5980.5075,0.002111701703393457,0.021415299275890094,0.043729102137244714,0.0062703216495323625,-0.44303958632921986,0.002111701703393457,0.0027532315149397975,0.17085404739972487,0.7903769128603593,0.9612309602600841,0.13834768163289787,0.015450350254076489,0.003185797469280335,0.8524178177339218,0.0240968535403818,0.001528935394547224,0.7947635103825624,0
2026-01-03 13:00:00,3105.04,3107.99,3100.89,3103.03,4362.3509,-0.0006475442674566214,0.021460967111972137,0.043726889949248685,0.006240645288764662,-0.6007148797416086,0.0006475442674566214,0.0025774218505377334,0.17066286608300818,0.788751811726536,0.9594146778095441,0.8193077524165816,0.015440122692990044,-0.00037957369675680613,0.853547845010983,0.02415173608780464,0.0028985527540112575,0.785061351622986,0
2026-01-03 14:00:00,3103.03,3114.61,3101.5,3106.0,7292.9936,0.0009566712438229613,0.018817434215350398,0.04372982884928735,0.006158392556407242,-0.32139516037921406,0.0009566712438229613,0.0025688059630965027,0.17191055587268453,0.7861147635292495,0.958025319401934,-0.2520798677514963,0.015298026259366928,0.0013441332326791543,0.8996727566171587,0.024483260259939153,0.005317545194844314,0.8461022043276628,0
2026-01-03 15:00:00,3106.0,3107.5,3100.28,3101.31,3961.679,-0.001511121852288272,0.018877484208800754,0.04374465999864211,0.006059013644179736,-0.6433053310946968,0.001511121852288272,0.002419279491720812,0.17421778561585166,0.7835117685823996,0.9577295541982512,0.3954364293571098,0.015288535810675005,-0.001740300978949525,0.917370080088579,0.024961146652431453,-0.003947473432350343,0.8440924478039149,0
2026-01-03 16:00:00,3101.32,3112.17,3098.33,3107.03,4462.8959,0.0018426831064384185,0.01156802110537777,0.04370441908204999,0.0059647214191757714,-0.5939995087507272,0.0018426831064384185,0.0023132351683310664,0.1765428221900316,0.7815766931550767,0.9581195153451083,-0.6532504230335144,0.010903179904543044,0.0015097083493238682,0.8315331700814472,0.02025614769116082,0.0023551767771609975,0.7688064475767171,0
2026-01-03 17:00:00,3107.04,3110.42,3105.62,3108.46,2523.7452,0.00046014072107942924,0.011263207411103463,0.04364386748626299,0.005886635537517729,-0.7810770887956292,0.00046014072107942924,0.00228396418436597,0.17809614621827763,0.7806164705568944,0.958712616775172,0.8067915946545147,0.010902976736326236,-0.00012486179896125461,0.8555475810789968,0.01989968011955775,0.0008343763521195829,0.8527866558967157,0
2026-01-03 18:00:00,3108.47,3118.55,3105.08,3116.46,4373.4844,0.0025703155717174205,0.0108591524753888,0.043686386645902076,0.005813437448369753,-0.6050445597736245,0.0025703155717174205,0.002295726922613115,0.18035574770950752,0.7799913586215027,0.9603471063310103,0.20043356051932923,0.008539165458948636,0.0004980224019926388,0.8526179850232268,0.019198451921427186,0.0006063821909448641,0.8202707409604705,0
2026-01-03 19:00:00,3116.46,3116.46,3110.5,3113.13,2598.1643,-0.0010690913261290835,0.010022983939056592,0.043693545392099326,0.005756955280963659,-0.7765222012829122,0.0010690913261290835,0.0021906581484259034,0.18128185732934113,0.778909127228576,0.9601909845579171,1.173307470891485,0.008449722473897569,-0.00016753332842913215,0.8727052670351023,0.018231464380133153,-0.0014407585430642289,0.7982200476183137,0
2026-01-03 20:00:00,3113.13,3116.89,3107.49,3115.65,2462.8997,0.0008091472607769867,0.00991034270050202,0.04368809070148351,0.00571042150601179,-0.7882728799476533,0.0008091472607769867,0.002348382042775947,0.18375757248479496,0.7780906282380995,0.9618482007228945,-0.4552459125710845,0.008616892977048119,0.0027548525933828723,0.852524306134786,0.017853839629307155,0.0015922966551894183,0.7925377829612433,0
2026-01-03 21:00:00,3115.65,3129.22,3113.04,3120.87,5840.3585,0.0016740108967839193,0.009095586109055656,0.043679984437167134,0.005675590073413751,-0.4644775782199187,0.0016740108967839193,0.0022456465738808313,0.18852698503977083,0.7752275159502203,0.9637545009899912,0.3603181685792403,0.008127881123261594,0.0021214056847040264,0.8299479708407765,0.018102919147178216,0.006645044462353375,0.7709750320384968,0
2026-01-03 22:00:00,3120.87,3126.2,3113.92,3122.78,3011.8275,0.0006118216298416762,0.00906470930327348,0.04366923750336447,0.005652137035556024,-0.7325233793024936,0.0006118216298416762,0.0021463329074444615,0.19176865052994052,0.7728738019762611,0.9646424525062016,0.7799400041706885,0.008030315359598103,0.0002840671523815593,0.8251877189165192,0.01777538590742958,0.004205789151112853,0.7718482760206548,0
